,token,score,match
1090,tarxones,75,terrones
1091,sábado,89,bado
1092,md,57,mendo
1093,yesos,73,yegros
1094,aveys,80,naves
1095,azeyte,73,gaete
1096,ortega,100,ortega
1097,onbre,80,obrel
1098,yndia,80,andia
1099,debíllo,77,rebollo
1100,fruteros,86,frutos
1101,revestir,77,reves
1102,iesos,73,rieros
1103,martillo,89,martinillo
1104,determinada,67,trinida
1105,orillas,93,morillas
1106,requerido,82,esquerdo
1107,callejones,75,alejos
1108,estuve,83,esteve
1109,collaretes,84,collantes
1110,faldasnejos,71,alejos
1111,aprestar,78,prestamero
1112,doradas,83,dorda
1113,librastes,75,lastres
1114,ytaliana,80,albiñana
1115,quesiere,71,quiers
1116,constituyen,74,considyn
1117,finisimo,75,dionisio
1118,boveda,83,poveda
1119,honesto,83,oneto
1120,apartando,80,parado
1121,onofre,100,onofre
1122,forman,83,fosman
1123,señalaren,75,santaren
1124,Ledesma,100,ledesma
1125,esportirrallos,73,portillo
1126,hacera,80,hera
1127,venda,83,avendaño
1128,aprueba,80,lapuebla
1129,desvastado,67,delagado
1130,tracillas,80,torrecillas
1131,rrey,80,virrey
1132,pecoso,80,peco
1133,durar,80,duran
1134,ymitacion,74,visitacion
1135,encañados,75,encalada
1136,embargada,75,baranda
1137,pagando,83,pagan
1138,tocasen,71,cassens
1139,tenia,89,tena
1140,atras,91,latras
1141,bigorneta,80,boneta
1142,cargos,91,argos
1143,circuncision,63,crispin
1144,Ramilleteros,78,ballesteros
1145,conferiamos,74,conteras
1146,perjuicio-,71,erquiñigo
1147,jusrisdicion,67,purificacion
1148,linde,91,linden
1149,coderas,80,conteras
1150,guamescido,75,guasco
1151,palotica,71,gatica
1152,loza,80,loayza
1153,Limosna,86,limonta
1154,.treynta,83,reyna
1155,aceptaran,78,ayestaran
1156,istrumentos,70,sarmiento
1157,enmaderado,75,madera
1158,pichinas,80,piscina
1159,dispensadas,67,posadas
1160,çirios,89,rios
1161,espertos,77,espes
1162,Balia,80,bavia
1163,pato,100,pato
1164,consede,83,conde
1165,Dabid,80,david
1166,lachura,83,laura
1167,Adán,86,adan
1168,traydo,83,tyrado
1169,esgarafiado,67,sarabia
1170,decimo,91,decio
1171,carcoma,86,carcova
1172,monzarrate,80,monserrate
1173,bestida,86,bastida
1174,XXII,57,xiu
1175,existe,73,leite
1176,emos,89,lemos
1177,estoffado,71,estuardo
1178,preguntaron,67,reguero
1179,recibos,83,recio
1180,plazencia,89,plasencia
1181,zarcillos,75,zarcosa
1182,Resplandor,71,belando
1183,vifente,86,vicente
1184,doradlos,86,dorado
1185,frescas,77,presas
1186,marco,100,marco
1187,ser,86,suñer
1188,lleva,80,leyva
1189,botonero,80,cotoner
1190,efcrito,77,cristo
1191,rallo,100,rallo
1192,estrenar,80,estepar
1193,enferma,71,enguera
1194,inbierno,77,ibero
1195,prossiguira,63,oseguera
1196,conciencias,74,canencia
1197,prometido,71,romeo
1198,encontinente,70,reciente
1199,caballeria,100,caballeria
1200,uisitacion,90,visitacion
1201,estarian,82,ayestaran
1202,asseto,83,basset
1203,afronta,77,varona
1204,acerraron,75,cerraco
1205,estofadas,80,estada
1206,prenda,83,pereda
1207,quebra,80,quer
1208,adeudasen,63,bandeneden
1209,fuficiente,75,fuente
1210,sacrificando,70,pacifico
1211,escriu,77,escriba
1212,encaminaron,78,camaron
1213,casimodo,82,casiodoro
1214,2.000,18,ab-ach
1215,contrapunteados,67,contreras
1216,anbos,80,arbos
1217,recebidos,71,cerecedo
1218,),0,dessi
1219,"546,000",15,ab-ach
1220,capitales,75,caprile
1221,trigueño,88,trigueros
1222,vnibersal,71,viera
1223,enfriadera,71,verdera
1224,reconofimiento,64,reciente
1225,cesonario,75,cesareo
1226,reparlas,71,pallas
1227,ube,75,lubie
1228,gebara,77,guevara
1229,ymajen,67,marien
1230,esto,80,escoto
1231,Reto,89,preto
1232,rrelebados,67,remedios
1233,adorallo,77,dallo
1234,paciencia,82,palencia
1235,aljoroçando,74,alejandro
1236,desseo.,73,dessi
1237,conte,89,cote
1238,madereros,74,campderros
1239,Primero,83,piñero
1240,groseza,75,gorostiza
1241,otrossi,83,rossi
1242,pomito,80,poto
1243,y,50,bay
1244,baxe,75,axpe
1245,Caridad.estas,67,cardenas
1246,perpetuidad,71,perpiña
1247,Na,80,ana
1248,MAESTROS,80,mestres
1249,guia,89,eguia
1250,juramentos,71,juanoto
1251,ovillos,80,vadillos
1252,Alcazaresy,82,alcazar
1253,examinadoras,67,amador
1254,piedretales,80,pedralbes
1255,ssumisiones,67,masones
1256,Relox,73,rabelo
1257,2189,0,dessi
1258,descuadernado,76,cuadrado
1259,Vargas,100,vargas
1260,huelen,83,helena
1261,scriuos,73,rius
1262,tarro,83,tarrago
1263,perdis,91,peris
1264,adjudicado,67,delicado
1265,Di,80,udi
1266,crucita,73,crua
1267,valyere,80,valverde
1268,recibió,73,recio
1269,supiese,73,spes
1270,acada,77,marcaida
1271,tinaxas,67,trias
1272,apreciafe,71,preciado
1273,custodio,100,custodio
1274,abultado,75,abollado
1275,parrillas,94,parrilla
1276,evanjelios,76,evangelista
1277,tomeys,80,tome
1278,circulo,86,ciruelo
1279,bajorelieue,67,borelli
1280,terzera,83,terra
1281,miguel,100,miguel
1282,aparejarlas,71,parras
1283,vanegas,86,venegas
1284,trafico,77,tricio
1285,Apodera,80,campdera
1286,escrivano,88,escriva
1287,cibdad.A,67,abad
1288,travajare,75,tavares
1289,inclusos,67,clauses
1290,gravedad,75,iravedra
1291,Pagar,89,agar
1292,Leones,91,leone
1293,ara,86,araz
1294,doblón,73,dobbin
1295,escurescalo,73,escurrechea
1296,Reyno,83,reynoso
1297,procediese,71,paredes
1298,danzas,80,azas
1299,puco,75,puch
1300,evaluación,75,palacin
1301,vuyere,73,verde
1302,llera,89,lera
1303,buey,100,buey
1304,azetar,83,gazeta
1305,ynportar,77,porta
1306,Galeones,80,galeote
1307,Acordase,86,acorda
1308,Dentro,73,bento
1309,credencias,78,cardenas
1310,comyfion,71,comino
1311,ana,100,ana
1312,rreligioso,71,reinoso
1313,azeitte,71,aceites
1314,jecho,80,techo
1315,dorardura,71,dorda
1316,chorintias,82,cortiñas
1317,23,0,dessi
1318,fresco,83,fresno
1319,ynviar,80,viar
1320,capacetes,94,capacete
1321,superfiz,77,periz
1322,redezadas,71,credenza
1323,deftofar,62,tobar
1324,vele,89,velez
1325,defrancifca,80,francisca
1326,zan,75,luzan
1327,hauerlo,77,aguero
1328,basiados,75,basualdo
1329,executo,67,perfecto
1330,proviçor,77,orovio
1331,atemorizada,67,altemiz
1332,encarnare,70,encarnacion
1333,presentado,78,resendio
1334,Joachin,86,joachim
1335,36,0,dessi
1336,grand,91,granda
1337,rubricado)-Francisco,64,francisca
1338,pidiendole,67,pendones
1339,alvañil,80,alal
1340,punto,80,pinto
1341,tassaciones,74,massanes
1342,yncadas,77,cañadas
1343,Clara,100,clara
1344,nazimiento,74,sarmiento
1345,habian,83,fabian
1346,panaderos,75,andeyro
1347,19,0,dessi
1348,yce,75,lynce
1349,Homo,75,olmo
1350,fruta,80,ruata
1351,fiador,77,afandor
1352,Mártires,80,martines
1353,cuerPo,91,cuero
1354,mancomunada,67,moncada
1355,acavallo,88,carvallo
1356,onyvn,62,considyn
1357,discubriran,71,subira
1358,mesa,100,mesa
1359,escurescido,67,escardo
1360,afta,80,lafita
1361,desseo,73,dessi
1362,documentacion,67,domenico
1363,prefio,77,pereiro
1364,merecen,75,mercklein
1365,adbocaciones,67,acacio
1366,protocolo,71,rotol
1367,efcriptas,75,freitas
1368,policiano,82,ponciano
1369,estorias,77,trias
1370,Rigor,80,trigo
1371,Concepon,89,concepcion
1372,después,77,despuig
1373,relixiosos,71,reinoso
1374,pyntura,71,natuera
1375,reparte,86,recarte
1376,llevandolo,75,llançol
1377,refeuido,67,requijo
1378,salario,86,albariño
1379,Mad,75,amado
1380,harpa,67,arpe
1381,rreconocido,78,reconco
1382,SevillaEnmendado,72,sevillano
1383,rrexas,77,arrenas
1384,almondritas,80,almendras
1385,acauarla,77,caula
1386,rrefeuido,62,requijo
1387,cajero,91,cañero
1388,contraturas,80,contreras
1389,reclaven,71,claver
1390,pagasen,83,pagan
1391,ombres,83,hombre
1392,encargare,71,narganes
1393,viajes,83,viñales
1394,adjudicadas,63,vandadas
1395,ciego,83,caniego
1396,desalabeando,70,delagado
1397,gustan,91,gusta
1398,historiados,70,tribaldos
1399,estandarte,75,estada
1400,pareffe,73,arfe
1401,gracejo,73,grao
1402,personas,93,persons
1403,Rodeo,83,rodezno
1404,çaguan,80,pagan
1405,entendidas,71,entrena
1406,ssta,75,asta
1407,sanear,80,aner
1408,beuna,80,bruna
1409,llebaron,86,lebron
1410,flandes-,100,flandes
1411,donassion,71,dionisio
1412,nunca,73,cuenca
1413,sueltas,77,vuelta
1414,lesion,83,alesio
1415,dase,86,das
1416,propietario,74,prosperi
1417,echada,80,echeandia
1418,Mundo,83,edmundo
1419,coloridos,75,colodro
1420,sedulas,71,peñuelas
1421,poderme,73,pere
1422,condusion,71,cosio
1423,delanteras,78,landeras
1424,262,0,dessi
1425,questamos,67,cuesta
1426,rrebocare,75,recarte
1427,Expiración,71,piran
1428,confesonarios,67,conforto
1429,desarmada,80,armada
1430,hauernos,80,agueros
1431,Moro,100,moro
1432,tintero,83,tineo
1433,porte,91,porter
1434,lanpara,86,laparra
1435,fleco,80,falco
1436,enpefara,67,esparza
1437,cielos,77,ciruelo
1438,pilas,89,piñas
1439,poryndibisos,67,poniso
1440,perjudicial,74,erquicia
1441,bacios,91,bacio
1442,desquiuel,82,esquivel
1443,palmares,94,palomares
1444,rrecurso,67,herrero
1445,demiada,71,miranda
1446,aberle,80,abel
1447,Mayordomo-,71,mayor
1448,entregue,78,entraigues
1449,taurar,77,azurara
1450,publicada,71,biada
1451,Of,57,jofre
1452,atar,80,lautar
1453,començarla,78,comenares
1454,mendoças,92,mendoça
1455,347,0,dessi
1456,avunque,71,junquer
1457,conferencias,70,conteras
1458,can,86,cano
1459,perdicion,71,patricio
1460,mvd,57,vada
1461,huevo,73,cuervo
1462,ensanblara,67,sanglada
1463,campanario,82,campana
1464,cédula,80,caula
1465,razionero,75,rondero
1466,fueros,91,fuero
1467,Rosario,100,rosario
1468,barra,100,barra
1469,cancelaba,88,cancela
1470,tiempo,77,tiepolo
1471,vaja,75,vaca
1472,enlevado,71,cenedo
1473,añado,89,amado
1474,remaniente,78,reciente
1475,enpareje,71,pareja
1476,biniere,75,bonnieres
1477,trasdoces,71,terrades
1478,adento,73,tadeo
1479,mulas,80,molas
1480,tardaren,71,adrien
1481,uestro,73,tuero
1482,sartén,83,sartine
1483,caudelero,80,calero
1484,dlos,86,los
1485,ceueso,73,cuneo
1486,ouiera,77,noguera
1487,averselo,71,cavero
1488,saçonada,83,saona
1489,inquifidor,63,izquierdo
1490,hiciera,77,civera
1491,ececion,71,cecilio
1492,ynpostaz,67,posa
1493,conozco,77,orozco
1494,aderezar,71,madera
1495,embeuidos,71,remedios
1496,lirios,83,larios
1497,respecto,71,espeso
1498,nueftros,86,nueros
1499,acidente,75,reciente
1500,auidos,77,quindos
1501,pagalles,78,magallanes
1502,impelieron,78,peligero
1503,auiendo,77,liendo
1504,Hago,80,uhagon
1505,bazias,80,azas
1506,milan,100,milan
1507,remiten,71,remirez
1508,xpos,75,pons
1509,proxima,86,proxita
1510,serbido,75,servidori
1511,acotaron,77,cotan
1512,expresamente,67,sarmenter
1513,destofar,67,estaper
1514,renunciare,71,recarte
1515,galafatee,82,calafate
1516,juegan,80,juan
1517,fuensalida,100,fuensalida
1518,releuo,73,reluz
1519,juyzio,73,julio
1520,Mandamos,80,candamo
1521,pagandoles,67,pagan
1522,conversion,71,contero
1523,teforero,80,torrero
1524,arzobispo,67,arbiol
1525,blanqueo,94,blanquero
1526,escaparte,78,escalante
1527,credo,89,cedo
1528,Ao,80,cao
1529,convengo,71,vengoa
1530,Gato,100,gato
1531,trabada,86,taboada
1532,yscrauano,71,ruano
1533,que,86,quer
1534,consienzia,74,constanza
1535,acuñarse,73,acuña
1536,hancha,83,sancha
1537,priora,77,pereira
1538,rreconocio,82,reconco
1539,reximiento,82,eximeno
1540,muger,77,muguerza
1541,rebebe,67,robere
1542,rreseuio,75,resendio
1543,manzanas,89,manzanares
1544,demando,80,demandre
1545,sabian,91,sabin
1546,ver.Teniendo,63,texedor
1547,sisar,91,siscar
1548,defiendan,67,fernan
1549,qontia,73,conti
1550,mandasse,71,mandia
1551,llebara,73,lera
1552,sentandola,71,santana
1553,apremiado,82,preciado
1554,zera,75,eura
1555,Auto.En,73,auñon
1556,conformandome,76,normande
1557,216,0,dessi
1558,estampas,77,estaña
1559,derrocare,71,brocarte
1560,enjutos,77,enjuta
1561,Restante,86,restan
1562,abran,80,cabra
1563,aldonza,100,aldonza
1564,estoffar,71,soffia
1565,trae,80,trante
1566,fresca,73,rusca
1567,resultado,71,restaino
1568,negras,80,egas
1569,chorintia,78,christian
1570,pretenciones,74,recines
1571,postreras,80,porras
1572,Marcos,100,marcos
1573,esculpidas,67,sicilias
1574,agujero,92,aguero
1575,seguian,92,seguin
1576,conbentual,71,bentura
1577,naranjas,80,barajas
1578,Botica,83,borica
1579,apreciaron,78,preciado
1580,ovistes,77,moises
1581,benerazion,71,beraton
1582,bruñan,89,brun
1583,pongays,77,longas
1584,escaparatillos,70,capetillo
1585,lagrimas,77,lamas
1586,nolasco,100,nolasco
1587,loviese,73,lois
1588,biso,75,ibio
1589,vueftros,71,nueros
1590,menaje,80,mena
1591,excediere,67,cleere
1592,enpesando,71,hernando
1593,poz,86,ponz
1594,pirámides,77,pires
1595,pita,100,pita
1596,gorra,83,gorraiz
1597,mea,86,meca
1598,conbenimos,71,onesimo
1599,coxinetes,80,xinete
1600,presión,83,presno
1601,diez,100,diez
1602,pronunciaren,70,ponciano
1603,acomodandole,64,alcoholado
1604,Testimonio,75,simono
1605,capitanía,80,critana
1606,asentadas,71,vandadas
1607,presisado,82,preciado
1608,proffesa,77,presa
1609,~,0,dessi
1610,mapas,80,mazas
1611,dibersos,80,riberos
1612,quatrocientas,67,barcenas
1613,guesos,77,agueros
1614,yre,75,veyre
1615,revoco,80,roco
1616,enrazada,75,encalada
1617,rejas,80,rojas
1618,lleveys,77,cleves
1619,sustienen,71,senen
1620,diuida,67,uiña
1621,doloryosa,75,dolores
1622,fituados,71,fandos
1623,yhuxpo,60,lupo
1624,enlosada,86,losada
1625,dehaxo,67,deheza
1626,enbiarle,71,enrile
1627,iglesia,100,iglesia
1628,aforadas,82,saforcada
1629,personajes,82,persons
1630,rregla,91,regla
1631,disponedores,63,dolores
1632,lava,89,alava
1633,firmaren,71,iribarren
1634,cedidos,77,ceinos
1635,arreglandome,70,larrando
1636,ynstitucion,67,visitacion
1637,equiboque,67,esquiaqui
1638,orleen,83,orlean
1639,tropas,80,topa
1640,rrespetos,71,espes
1641,ssno,75,seso
1642,resolucion,71,salucio
1643,calçones,86,calonje
1644,164,0,dessi
1645,Deudo,75,deu
1646,dependientes,70,pendones
1647,aprobo,73,pombo
1648,senos,80,benos
1649,cortesanos,75,cortes
1650,luciere,77,lucero
1651,omniun,67,comino
1652,ponía,86,ponç
1653,mechinales,71,recines
1654,empezo,67,espeso
1655,deretido,75,demetrio
1656,consieto,80,corseto
1657,cortando,80,conrado
1658,escribiese,71,escriba
1659,bruñidor,71,belidor
1660,Lechuga,100,lechuga
1661,ymperial,88,imperial
1662,coraterales,84,corrales
1663,maniffatura,71,maniau
1664,curallo,83,rallo
1665,Aguas,100,aguas
1666,mardo,83,minardo
1667,tomos,80,tormo
1668,mar,100,mar
1669,Merced,86,mercedes
1670,gruessos,71,grosso
1671,mejoraf,80,mejorada
1672,construir,71,conti
1673,ruela,91,iruñela
1674,bueltas,92,buelta
1675,formando,80,armando
1676,Rey,75,morey
1677,sabeis,73,sabin
1678,binabenturado,75,bonaventura
1679,lombardas,84,galobardas
1680,hacemos,77,haembo
1681,vassa,80,bassa
1682,yefto,67,fito
1683,zurrador,75,serrador
1684,fabrica-,83,faria
1685,Borne,83,osborne
1686,rrepisas,71,repiso
1687,tendran,83,teran
1688,simple,83,semple
1689,ayudaron,80,caudron
1690,expidió,67,egidio
1691,umo,86,fumo
1692,esqueleto,80,suelto
1693,--inare,83,ginarte
1694,sucias,83,subias
1695,astinos,80,faustino
1696,plinto,91,pinto
1697,primicial,67,micael
1698,Durmido,77,duardo
1699,Bulgo,75,ugo
1700,descortezar,74,desforez
1701,Susana,100,susana
1702,finja,73,farina
1703,Via,86,viar
1704,gloriofos,71,loris
1705,primabera,80,ribera
1706,averosla,80,verzosa
1707,oqupe,80,roque
1708,menoscauos,75,mencos
1709,etc.,67,net
1710,vmd,57,vada
1711,carjaves,78,caravantes
1712,hazen,100,hazen
1713,cruseros,80,rujeros
1714,gruesos,71,agueros
1715,Doña,80,oña
1716,vaia,75,vaca
1717,cornizamento,73,sacramento
1718,arreglarnos,74,arellano
1719,pavon,100,pavon
1720,aca,86,baca
1721,azuaga,100,azuaga
1722,travesaño,88,travieso
1723,medio-,80,mendo
1724,darles,91,arles
1725,raigan,77,bragança
1726,brocato,83,broto
1727,avian,83,gavilan
1728,vivio,89,vivo
1729,pedestal,71,pestaña
1730,sse,86,sese
1731,previstas,80,presas
1732,aprendices,71,paredes
1733,harpon,80,haro
1734,cualquiera,71,alquiza
1735,ssin,89,assin
1736,ynterrogatorio,58,monterroso
1737,predicacion,78,purificacion
1738,cediendole,63,espindola
1739,xeme,67,temes
1740,Luisa,100,luisa
1741,sepulto,77,suelto
1742,desposaredes,74,paredes
1743,calvo,100,calvo
1744,entiendan,80,tienda
1745,Memoria,77,merida
1746,rrescebimos,67,eusebio
1747,casó,86,cañes
1748,relebacion,67,bacio
1749,confultor,71,conforto
1750,enliençadas,71,enzinas
1751,mostraba,80,ostabat
1752,entren,92,entrena
1753,adelant,80,cadellat
1754,pueftos,77,puerto
1755,.dos,100,dos
1756,gozase,73,gozar
1757,rrelievo,71,eliseo
1758,mueblez,80,miguelez
1759,oviereys,75,ordieres
1760,albañy,89,alba
1761,estafadores,76,salvadores
1762,suuiendo,71,liendo
1763,josepe,92,josephe
1764,uva,75,duval
1765,sobreponer,80,sobremonte
1766,renonciable,70,renovales
1767,azofan,83,azofra
1768,dárselas,80,bruselas
1769,fentar,67,fernan
1770,dorador,92,dorado
1771,mayordomos,67,mayor
1772,llamados,86,llamas
1773,Paz,100,paz
1774,hubiesen,71,thubieres
1775,estotra,77,besora
1776,biejo-,80,viejo
1777,corteçia,86,cortiñas
1778,concedieron,76,concepcion
1779,doctales,78,pocostales
1780,carmelita,88,carmela
1781,mercar,86,mercator
1782,cobrarlo,77,cobar
1783,bueco,80,bueso
1784,veneficiado,67,benicia
1785,trompeta,77,romea
1786,afsi,75,pasi
1787,jeme,67,jerez
1788,hubieran,75,guimeran
1789,traslade,71,iturralde
1790,inconveniente,64,sirviente
1791,puior,75,pio
1792,Nombramos,71,ramos
1793,virginidad,78,trinidad
1794,despeçadas,80,espada
1795,parecieren,74,rechteren
1796,deudor,73,tudor
1797,perfeccionaron,67,pereiro
1798,beynte,80,beye
1799,lis,100,lis
1800,tirador,92,tirado
1801,ldo,80,do
1802,canto,100,canto
1803,rubricado)-jacinto,59,torrubiano
1804,llenando,80,leandro
1805,dificultad,63,advincula
1806,añidir,67,baldiri
1807,brebedad,71,brieba
1808,najarando,75,armando
1809,queme,77,riquelme
1810,arzobispos,67,arbos
1811,quixiere,71,quiers
1812,enriquesiendo,73,rudesindo
1813,880,0,dessi
1814,affimismo,59,casimiro
1815,baxase,73,bacas
1816,".,.ochauos",73,chao
1817,enterrases,78,terrades
1818,seguro,86,segurola
1819,enteren,86,entrena
1820,Yntereses,80,yneres
1821,cobertura,75,corbera
1822,me,80,mey
1823,ab,80,abd
1824,provifion,67,orovio
1825,siendoles,71,siles
1826,avispados,71,viado
1827,distribuyeron,64,trigueros
1828,saucta,80,saut
1829,pecador,100,pecador
1830,eftafar,67,estaña
1831,satisfefecho,63,santiso
1832,pusiesse,77,sesse
1833,insignias,67,isasigana
1834,esaminaron,71,miarons
1835,aristas,83,arias
1836,meneffter,67,monter
1837,fuefe,73,fuerte
1838,imitacion,84,visitacion
1839,baxandose,71,boxadors
1840,ynsignia,67,ignacia
1841,balastares,82,lastres
1842,ysignia,71,ignacia
1843,patraña,83,paraja
1844,contenten,75,monente
1845,carmines,93,carmine
1846,ensynnyas,62,enzinas
1847,sirvio,80,siri
1848,aduerdo,77,duardo
1849,consultando,80,constanzo
1850,verificada,67,mercadal
1851,azusenas,71,asejas
1852,averme,73,xaver
1853,confforme,71,conforto
1854,lisensiado,75,liendo
1855,Limosnas,80,limonta
1856,cornijamentos,70,sacramento
1857,azofar,83,azofra
1858,asyento,73,asto
1859,pueo,89,pueyo
1860,sanefas,73,sans
1861,exerser,67,riederer
1862,fabaleta,88,zabaleta
1863,coros,89,cros
1864,theatro,73,haro
1865,finalmente,71,infante
1866,guirnalda,80,guiral
1867,ai,80,mai
1868,lifenfia,67,liedena
1869,Angustias,82,agustina
1870,agregados,75,sagredo
1871,colchilla,75,cobilla
1872,situadas,71,estada
1873,mto,75,mateo
1874,recevir,67,recio
1875,Vale,89,valle
1876,espensa,83,espes
1877,rubricado)-miguel,69,miguel-romero
1878,saue.Suplico,63,aurelio
1879,fujetos,77,frutos
1880,presste,77,presas
1881,acrefcentara,67,alcantara
1882,ensambladores,78,salvadores
1883,cardo,89,caro
1884,demandare,94,demandre
1885,Yo,67,yago
1886,lauadero,82,lavandero
1887,alga,80,aliaga
1888,aprefiados,78,preciado
1889,frontispisios,61,montsoison
1890,encarancion,91,encarnacion
1891,Paso,86,paño
1892,vermondo,100,vermondo
1893,tte,75,witte
1894,462,0,dessi
1895,adeudaba,67,anduaga
1896,vaneo,80,anejo
1897,etorgo,80,toro
